"","LatBand","Year","SampleID","Species","Abundance"
"11298",59,2010,"58.8313_-6.8435","Limanda limanda",6
"11299",59.5,2010,"59.0272_-5.7978","Limanda limanda",92
"11300",59.5,2010,"59.1852_-4.7913","Limanda limanda",32
"11301",59.5,2010,"59.227_-4.083","Limanda limanda",186
"11302",59.5,2010,"59.24_-6.4907","Limanda limanda",3
"11303",60,2010,"59.6033_-5.1555","Limanda limanda",2
"11304",55.5,1986,"55.4667_-7.5","Liparis liparis",5
"11305",59,1988,"58.7333_-5.28","Liparis liparis",1
"11316",56,1985,"55.8667_-8.15","Lophius budegassa",1
"11317",56.5,1985,"56.1833_-8.3667","Lophius budegassa",2
"11318",56.5,1985,"56.4333_-7.5833","Lophius budegassa",1
"11319",58,1985,"57.6167_-8.5","Lophius budegassa",2
"11320",58,1985,"57.7333_-6.0167","Lophius budegassa",1
"11321",58,1985,"57.9833_-8.8667","Lophius budegassa",2
"11322",58.5,1985,"58.0667_-9.0167","Lophius budegassa",1
"11323",58.5,1985,"58.1333_-5.7833","Lophius budegassa",4
"11324",58.5,1985,"58.2667_-6.0167","Lophius budegassa",1
"11325",58.5,1985,"58.3667_-6.0667","Lophius budegassa",1
"11326",58.5,1985,"58.45_-5.8667","Lophius budegassa",1
"11327",56,1986,"55.9_-8.15","Lophius budegassa",2
"11328",58,1986,"57.7833_-6","Lophius budegassa",1
"11329",58.5,1986,"58.3833_-5.8","Lophius budegassa",3
"11330",56.5,1987,"56.4167_-6.7333","Lophius budegassa",1
"11331",57,1987,"56.6167_-7.3667","Lophius budegassa",2
"11332",59.5,1987,"59.35_-5.2","Lophius budegassa",2
"11333",56,1988,"55.9_-8.1333","Lophius budegassa",5
"11334",56.5,1988,"56.25_-8.4333","Lophius budegassa",1
"11335",57,1988,"56.6833_-7.3667","Lophius budegassa",1
"11336",57,1988,"56.9667_-7","Lophius budegassa",1
"11337",57.5,1988,"57.2167_-8.4667","Lophius budegassa",55
"11338",58,1988,"57.7833_-6","Lophius budegassa",1
"11339",58.5,1988,"58.2667_-6.0167","Lophius budegassa",1
"11340",58.5,1988,"58.2833_-8.4833","Lophius budegassa",1
"11341",59,1988,"58.6667_-4.3167","Lophius budegassa",2
"11342",59,1988,"58.8167_-6.2667","Lophius budegassa",3
"11343",59.5,1988,"59.3333_-5.1833","Lophius budegassa",1
"11344",57,1989,"56.8_-9.0333","Lophius budegassa",2
"11345",57.5,1989,"57.45_-9.0833","Lophius budegassa",1
"11346",58.5,1989,"58.436_-6.0172","Lophius budegassa",1
"11347",56,1990,"55.8167_-7.6833","Lophius budegassa",1
"11348",56.5,1990,"56.3167_-8.2667","Lophius budegassa",1
"11349",58,1990,"57.6667_-8.85","Lophius budegassa",1
"11350",58.5,1990,"58.1_-8.95","Lophius budegassa",1
"11351",58.5,1990,"58.3833_-5.9667","Lophius budegassa",1
"11352",55.5,1991,"55.45_-9.2","Lophius budegassa",1
"11353",58,1991,"58_-8.8833","Lophius budegassa",1
"11354",56,1992,"55.8167_-7.8","Lophius budegassa",1
"11355",57,1992,"56.5667_-8.2167","Lophius budegassa",2
"11356",57,1992,"56.8833_-7.2167","Lophius budegassa",1
"11357",58,1992,"57.65_-9.1","Lophius budegassa",1
"11358",58.5,1992,"58.35_-5.95","Lophius budegassa",1
"11359",56,1993,"55.7667_-9.0167","Lophius budegassa",1
"11360",57.5,1993,"57.25_-8.4667","Lophius budegassa",2
"11361",58.5,1993,"58.3667_-5.9667","Lophius budegassa",1
"11362",58,1994,"58_-8.8667","Lophius budegassa",1
"11363",58.5,1994,"58.2667_-6","Lophius budegassa",1
"11364",59.5,1994,"59.3333_-6.3667","Lophius budegassa",1
"11365",56,1995,"55.8_-9.0167","Lophius budegassa",1
"11366",56,1995,"55.8333_-8.3667","Lophius budegassa",2
"11367",56.5,1995,"56.2333_-8.3833","Lophius budegassa",1
"11368",56.5,1996,"56.1833_-9.1","Lophius budegassa",4
"11369",57,1996,"56.6_-8.4167","Lophius budegassa",1
"11370",57.5,1996,"57.2333_-8.45","Lophius budegassa",1
"11371",56.5,1997,"56.15_-9.1","Lophius budegassa",2
"11372",57,1997,"56.6_-8.4167","Lophius budegassa",1
"11373",58.5,1997,"58.0125_-9.0697","Lophius budegassa",1
"11374",59,1997,"58.8_-6.9","Lophius budegassa",2
"11375",59,1997,"59_-6.8667","Lophius budegassa",2
"11376",59.5,1997,"59.3333_-5.0333","Lophius budegassa",1
"11377",58.5,1998,"58.0167_-8.8667","Lophius budegassa",2
"11378",59.5,1998,"59.3333_-5.2167","Lophius budegassa",1
"11379",56.5,1999,"56.2167_-9.1167","Lophius budegassa",2
"11380",57,1999,"56.6_-8.4833","Lophius budegassa",4
"11381",58.5,1999,"58.05_-9.0167","Lophius budegassa",2
"11382",56.5,2000,"56.3167_-8.45","Lophius budegassa",2
"11383",56.5,2000,"56.4667_-7.4667","Lophius budegassa",2
"11384",57,2000,"56.6167_-8.3833","Lophius budegassa",4
"11385",57,2000,"56.6167_-7.3667","Lophius budegassa",4
"11386",57,2000,"56.7833_-6.9","Lophius budegassa",4
"11387",58,2000,"57.95_-6.2167","Lophius budegassa",2
"11388",59.5,2000,"59.2167_-4.05","Lophius budegassa",2
"11389",56,2001,"55.8238_-8.2635","Lophius budegassa",2
"11390",56,2001,"55.8357_-7.77","Lophius budegassa",2
"11391",56.5,2001,"56.1902_-9.108","Lophius budegassa",2
"11392",56.5,2001,"56.3492_-8.4942","Lophius budegassa",4
"11393",57,2001,"56.6073_-8.5155","Lophius budegassa",10
"11394",58.5,2001,"58.2943_-6.0087","Lophius budegassa",2
"11395",58.5,2001,"58.3878_-5.6693","Lophius budegassa",2
"11396",56.5,2002,"56.1727_-9.1008","Lophius budegassa",10
"11397",58.5,2002,"58.0135_-8.8702","Lophius budegassa",2
"11398",59,2002,"58.5467_-5.5833","Lophius budegassa",4
"11399",59.5,2002,"59.2303_-4.078","Lophius budegassa",10
"11400",56,2003,"55.8243_-7.7518","Lophius budegassa",4
"11401",56,2003,"55.8287_-9.0057","Lophius budegassa",6
"11402",57,2003,"56.605_-8.5162","Lophius budegassa",2
"11403",57,2003,"56.6263_-7.3635","Lophius budegassa",2
"11404",58.5,2003,"58.0467_-8.8283","Lophius budegassa",2
"11405",58.5,2003,"58.2947_-6.0105","Lophius budegassa",2
"11406",58.5,2003,"58.3007_-6.0043","Lophius budegassa",2
"11407",58.5,2003,"58.3927_-5.6727","Lophius budegassa",4
"11408",58.5,2003,"58.4132_-6.0183","Lophius budegassa",2
"11409",59,2003,"58.8102_-6.2682","Lophius budegassa",4
"11410",59.5,2003,"59.2335_-4.036","Lophius budegassa",2
"11411",59.5,2003,"59.2357_-4.0507","Lophius budegassa",2
"11412",57,2004,"56.6043_-8.5385","Lophius budegassa",2
"11413",57,2004,"56.7472_-6.9747","Lophius budegassa",2
"11414",57.5,2004,"57.1112_-6.9585","Lophius budegassa",2
"11415",58,2004,"57.7058_-9.0865","Lophius budegassa",4
"11416",58.5,2004,"58.0278_-9.0473","Lophius budegassa",2
"11417",59,2004,"58.8012_-6.2433","Lophius budegassa",2
"11418",59.5,2004,"59.2467_-6.4873","Lophius budegassa",2
"11419",56,2005,"55.8305_-8.3362","Lophius budegassa",2
"11420",57.5,2005,"57.267_-8.4683","Lophius budegassa",2
"11421",59.5,2005,"59.2398_-6.5647","Lophius budegassa",2
"11422",56.5,2006,"56.3552_-8.5087","Lophius budegassa",2
"11423",57,2006,"56.5607_-7.3217","Lophius budegassa",2
"11424",57,2006,"56.6097_-8.4625","Lophius budegassa",2
"11425",57,2006,"56.7547_-6.955","Lophius budegassa",4
"11426",57.5,2006,"57.1298_-6.6925","Lophius budegassa",2
"11427",58,2006,"57.6358_-8.5158","Lophius budegassa",2
"11428",58,2006,"57.7955_-6.0023","Lophius budegassa",2
"11429",58.5,2006,"58.3482_-6.9828","Lophius budegassa",2
"11430",59.5,2006,"59.3513_-5.0923","Lophius budegassa",8
"11431",58.5,2007,"58.1138_-6.1427","Lophius budegassa",2
"11432",56.5,2008,"56.1938_-9.1005","Lophius budegassa",2
"11433",57.5,2008,"57.1278_-6.653","Lophius budegassa",2
"11434",58.5,2008,"58.2812_-9.1635","Lophius budegassa",2
"11435",58,2009,"57.6567_-9.1075","Lophius budegassa",4
"11436",58.5,2009,"58.105_-6.1625","Lophius budegassa",2
"11437",60,2009,"59.6065_-5.1462","Lophius budegassa",2
"11438",55.5,2010,"55.1765_-10.0518","Lophius budegassa",2
"11439",56.5,2010,"56.2007_-9.0998","Lophius budegassa",2
"11440",57,2010,"56.5823_-8.5423","Lophius budegassa",4
"11441",57,2010,"56.609_-8.4722","Lophius budegassa",2
"11442",57,2010,"56.6312_-7.3478","Lophius budegassa",2
"11443",58.5,2010,"58.061_-9.0332","Lophius budegassa",2
"11444",58.5,2010,"58.2943_-9.1318","Lophius budegassa",4
"11445",59.5,2010,"59.347_-5.1463","Lophius budegassa",2
"11446",55.5,1985,"55.2833_-5.2167","Lophius piscatorius",1
"11447",55.5,1985,"55.3333_-6.8","Lophius piscatorius",1
"11448",55.5,1985,"55.4167_-9.1667","Lophius piscatorius",1
"11449",55.5,1985,"55.45_-4.8167","Lophius piscatorius",2
"11450",56,1985,"55.8167_-7.9167","Lophius piscatorius",29
"11451",56,1985,"55.8667_-8.15","Lophius piscatorius",9
"11452",56.5,1985,"56.1833_-8.3667","Lophius piscatorius",7
"11453",56.5,1985,"56.2333_-8.3833","Lophius piscatorius",8
"11454",56.5,1985,"56.4_-6.7333","Lophius piscatorius",1
"11455",56.5,1985,"56.4333_-7.5833","Lophius piscatorius",5
"11456",57,1985,"56.6667_-7.3833","Lophius piscatorius",1
"11457",57,1985,"56.7833_-8.5833","Lophius piscatorius",1
"11458",57,1985,"56.9167_-7.0167","Lophius piscatorius",3
"11459",57,1985,"56.9833_-9.05","Lophius piscatorius",6
"11460",57.5,1985,"57.15_-6.95","Lophius piscatorius",1
"11461",57.5,1985,"57.3_-8.4833","Lophius piscatorius",9
"11462",58,1985,"57.5167_-9.35","Lophius piscatorius",2
"11463",58,1985,"57.6167_-8.5","Lophius piscatorius",6
"11464",58,1985,"57.65_-8.5167","Lophius piscatorius",5
"11465",58,1985,"57.7333_-6.0167","Lophius piscatorius",3
"11466",58,1985,"57.75_-6.0167","Lophius piscatorius",2
"11467",58,1985,"57.9_-6.1833","Lophius piscatorius",8
"11468",58,1985,"57.9167_-6.2","Lophius piscatorius",1
"11469",58,1985,"57.9833_-8.8667","Lophius piscatorius",1
"11470",58.5,1985,"58.0167_-8.8333","Lophius piscatorius",2
"11471",58.5,1985,"58.1333_-5.7833","Lophius piscatorius",4
"11472",58.5,1985,"58.25_-5.9667","Lophius piscatorius",1
"11473",58.5,1985,"58.2667_-6.0167","Lophius piscatorius",2
"11474",58.5,1985,"58.3_-7.3667","Lophius piscatorius",1
"11475",58.5,1985,"58.3667_-6.0667","Lophius piscatorius",1
"11476",58.5,1985,"58.45_-5.8667","Lophius piscatorius",2
"11477",59,1985,"58.8_-5.0833","Lophius piscatorius",1
"11478",59,1985,"58.8_-4.1","Lophius piscatorius",3
"11479",59,1985,"58.85_-6.3333","Lophius piscatorius",5
"11480",59.5,1985,"59.05_-5.9167","Lophius piscatorius",3
"11481",59.5,1985,"59.3333_-5.3167","Lophius piscatorius",8
"11482",55.5,1986,"55.4667_-7.5","Lophius piscatorius",4
"11483",56,1986,"55.9_-8.15","Lophius piscatorius",6
"11484",57,1986,"56.6_-7.3667","Lophius piscatorius",1
"11485",57,1986,"56.7833_-9.0167","Lophius piscatorius",2
"11486",57.5,1986,"57.2833_-8.4833","Lophius piscatorius",1
"11487",58,1986,"57.65_-8.5167","Lophius piscatorius",3
"11488",58,1986,"57.9167_-6.1833","Lophius piscatorius",1
"11489",58.5,1986,"58.0667_-5.7667","Lophius piscatorius",2
"11490",58.5,1986,"58.3833_-6.0667","Lophius piscatorius",2
"11491",58.5,1986,"58.3833_-5.8","Lophius piscatorius",2
"11492",59,1986,"58.6_-5.9333","Lophius piscatorius",1
"11493",59,1986,"58.7_-4.1333","Lophius piscatorius",2
"11494",59,1986,"58.8333_-6.8667","Lophius piscatorius",1
"11495",59.5,1986,"59.1833_-4.0833","Lophius piscatorius",1
"11496",59.5,1986,"59.35_-5.25","Lophius piscatorius",12
"11497",55.5,1987,"55.25_-8.8","Lophius piscatorius",1
"11498",55.5,1987,"55.4333_-9.2","Lophius piscatorius",2
"11499",56,1987,"55.9667_-6.6833","Lophius piscatorius",1
"11500",56.5,1987,"56.2167_-8.3833","Lophius piscatorius",3
"11501",56.5,1987,"56.4167_-6.7333","Lophius piscatorius",1
"11502",57,1987,"56.55_-9","Lophius piscatorius",2
"11503",57,1987,"56.7965_-9.0373","Lophius piscatorius",5
"11504",57,1987,"56.9833_-6.9833","Lophius piscatorius",5
"11505",57.5,1987,"57.15_-7","Lophius piscatorius",3
"11506",58,1987,"57.5333_-9.0833","Lophius piscatorius",10
"11507",58,1987,"57.6667_-8.5167","Lophius piscatorius",4
"11508",58,1987,"57.9167_-6.2","Lophius piscatorius",1
"11509",58,1987,"58_-8.8833","Lophius piscatorius",1
"11510",58.5,1987,"58.0667_-9","Lophius piscatorius",4
"11511",58.5,1987,"58.1167_-5.7167","Lophius piscatorius",1
"11512",58.5,1987,"58.25_-6","Lophius piscatorius",1
"11513",58.5,1987,"58.3167_-7.3333","Lophius piscatorius",5
"11514",58.5,1987,"58.45_-6.05","Lophius piscatorius",2
"11515",58.5,1987,"58.45_-5.7333","Lophius piscatorius",1
"11516",59,1987,"58.8167_-6.2833","Lophius piscatorius",2
"11517",59.5,1987,"59.35_-5.2","Lophius piscatorius",6
"11518",59.5,1987,"59.5_-5.4","Lophius piscatorius",4
"11519",60,1987,"59.7_-4.3","Lophius piscatorius",1
"11520",55.5,1988,"55.3667_-6.7667","Lophius piscatorius",2
"11521",56,1988,"55.8167_-7.6833","Lophius piscatorius",11
"11522",56,1988,"55.85_-9.0167","Lophius piscatorius",1
"11523",56,1988,"55.9_-8.1333","Lophius piscatorius",2
"11524",56.5,1988,"56.0333_-6.65","Lophius piscatorius",2
"11525",56.5,1988,"56.4333_-7.4417","Lophius piscatorius",3
"11526",57,1988,"56.6833_-7.3667","Lophius piscatorius",2
"11527",57,1988,"56.9667_-7","Lophius piscatorius",2
"11528",57.5,1988,"57.2167_-8.4667","Lophius piscatorius",1
"11529",58,1988,"57.6_-8.5167","Lophius piscatorius",81
"11530",58,1988,"57.6667_-9.1","Lophius piscatorius",12
"11531",58,1988,"57.7833_-6","Lophius piscatorius",3
"11532",58,1988,"58_-6.25","Lophius piscatorius",2
"11533",58.5,1988,"58.0167_-9.05","Lophius piscatorius",2
"11534",58.5,1988,"58.2667_-6.0167","Lophius piscatorius",1
"11535",58.5,1988,"58.2917_-7.38","Lophius piscatorius",3
"11536",58.5,1988,"58.4167_-6.0667","Lophius piscatorius",2
"11537",58.5,1988,"58.4667_-8.1667","Lophius piscatorius",2
"11538",59,1988,"58.6167_-7.3167","Lophius piscatorius",2
"11539",59,1988,"58.7333_-5.28","Lophius piscatorius",3
"11540",59,1988,"58.8167_-6.2667","Lophius piscatorius",3
"11541",59.5,1988,"59.2018_-6.2622","Lophius piscatorius",2
"11542",59.5,1988,"59.3333_-5.1833","Lophius piscatorius",4
"11543",59.5,1988,"59.3667_-4.0667","Lophius piscatorius",19
"11544",59.5,1988,"59.4333_-4.0667","Lophius piscatorius",4
"11545",60,1988,"59.7_-4.0667","Lophius piscatorius",4
"11546",60,1988,"59.7_-4.05","Lophius piscatorius",7
"11547",55.5,1989,"55.2667_-5.2333","Lophius piscatorius",2
"11548",55.5,1989,"55.3463_-6.7503","Lophius piscatorius",1
"11549",55.5,1989,"55.45_-7.4833","Lophius piscatorius",1
"11550",55.5,1989,"55.45_-4.8","Lophius piscatorius",2
"11551",56,1989,"55.85_-7.8","Lophius piscatorius",4
"11552",56,1989,"55.8833_-8.15","Lophius piscatorius",9
"11553",56.5,1989,"56.221_-8.2932","Lophius piscatorius",2
"11554",56.5,1989,"56.4333_-6.6833","Lophius piscatorius",2
"11555",57,1989,"56.6167_-7.35","Lophius piscatorius",2
"11556",57,1989,"56.75_-8.5333","Lophius piscatorius",1
"11557",57,1989,"56.8_-9.0333","Lophius piscatorius",1
"11558",57,1989,"56.9833_-6.9833","Lophius piscatorius",7
"11559",57.5,1989,"57.15_-6.9833","Lophius piscatorius",2
"11560",57.5,1989,"57.45_-9.0833","Lophius piscatorius",4
"11561",58,1989,"57.8055_-5.9787","Lophius piscatorius",2
"11562",58,1989,"57.8167_-5.9833","Lophius piscatorius",2
"11563",58,1989,"57.9167_-6.2","Lophius piscatorius",1
"11564",58,1989,"57.9255_-6.1935","Lophius piscatorius",1
"11565",58.5,1989,"58.0278_-9.07","Lophius piscatorius",1
"11566",58.5,1989,"58.0667_-5.7","Lophius piscatorius",2
"11567",58.5,1989,"58.3222_-8.4742","Lophius piscatorius",1
"11568",58.5,1989,"58.35_-5.9833","Lophius piscatorius",1
"11569",58.5,1989,"58.3823_-5.7672","Lophius piscatorius",6
"11570",58.5,1989,"58.4333_-6.0333","Lophius piscatorius",6
"11571",58.5,1989,"58.436_-6.0172","Lophius piscatorius",25
"11572",59.5,1989,"59.3167_-5.3167","Lophius piscatorius",1
"11573",59.5,1989,"59.3833_-4.0667","Lophius piscatorius",7
"11574",55.5,1990,"55.2_-5.2333","Lophius piscatorius",1
"11575",56,1990,"55.8167_-7.6833","Lophius piscatorius",2
"11576",56,1990,"55.8667_-9.0167","Lophius piscatorius",4
"11577",56,1990,"55.9167_-8.1333","Lophius piscatorius",1
"11578",56.5,1990,"56.0833_-8.9833","Lophius piscatorius",2
"11579",56.5,1990,"56.3167_-8.2667","Lophius piscatorius",5
"11580",56.5,1990,"56.4167_-7.4167","Lophius piscatorius",3
"11581",56.5,1990,"56.4167_-6.7333","Lophius piscatorius",1
"11582",57,1990,"56.6833_-7.3167","Lophius piscatorius",8
"11583",57,1990,"56.7833_-8.5167","Lophius piscatorius",2
"11584",57.5,1990,"57.15_-6.9833","Lophius piscatorius",1
"11585",58,1990,"57.6667_-8.85","Lophius piscatorius",9
"11586",58,1990,"57.8167_-5.9667","Lophius piscatorius",4
"11587",58,1990,"57.9833_-6.25","Lophius piscatorius",1
"11588",58,1990,"58_-5.8","Lophius piscatorius",1
"11589",58.5,1990,"58.0167_-5.7667","Lophius piscatorius",1
"11590",58.5,1990,"58.1_-8.95","Lophius piscatorius",3
"11591",58.5,1990,"58.2833_-6","Lophius piscatorius",3
"11592",58.5,1990,"58.3_-7.3833","Lophius piscatorius",2
"11593",58.5,1990,"58.3667_-5.95","Lophius piscatorius",5
"11594",58.5,1990,"58.3833_-5.9667","Lophius piscatorius",10
"11595",58.5,1990,"58.4_-5.55","Lophius piscatorius",2
"11596",59,1990,"58.65_-7.2333","Lophius piscatorius",1
"11597",59,1990,"58.6667_-4.1333","Lophius piscatorius",2
"11598",59,1990,"58.6833_-4.15","Lophius piscatorius",2
"11599",59.5,1990,"59.2_-6.2667","Lophius piscatorius",9
"11600",59.5,1990,"59.4167_-4.35","Lophius piscatorius",2
"11601",59.5,1990,"59.5_-5.4","Lophius piscatorius",6
"11602",60,1990,"59.75_-4.0667","Lophius piscatorius",6
"11603",56,1991,"55.8_-9","Lophius piscatorius",5
"11604",56,1991,"55.85_-7.7833","Lophius piscatorius",2
"11605",57,1991,"56.6167_-7.3667","Lophius piscatorius",2
"11606",57,1991,"56.8_-9.05","Lophius piscatorius",1
"11607",57,1991,"56.9333_-7.0833","Lophius piscatorius",2
"11608",57.5,1991,"57.1758_-6.9773","Lophius piscatorius",1
"11609",57.5,1991,"57.3167_-8.5","Lophius piscatorius",5
"11610",58,1991,"57.5833_-9.05","Lophius piscatorius",3
"11611",58,1991,"57.7055_-5.9685","Lophius piscatorius",2
"11612",58,1991,"57.9833_-6.25","Lophius piscatorius",2
"11613",58,1991,"58_-8.8833","Lophius piscatorius",1
"11614",58.5,1991,"58.3667_-5.95","Lophius piscatorius",4
"11615",58.5,1991,"58.3833_-5.6667","Lophius piscatorius",6
"11616",58.5,1991,"58.4_-5.6833","Lophius piscatorius",7
"11617",58.5,1991,"58.43_-6.05","Lophius piscatorius",2
"11618",59,1991,"58.5277_-8.0002","Lophius piscatorius",3
"11619",59,1991,"58.5433_-5.8833","Lophius piscatorius",3
"11620",59,1991,"58.8167_-6.2667","Lophius piscatorius",2
"11621",59,1991,"58.8333_-6.272","Lophius piscatorius",16
"11622",59.5,1991,"59.1667_-5.9833","Lophius piscatorius",3
"11623",59.5,1991,"59.2_-6.25","Lophius piscatorius",14
"11624",59.5,1991,"59.2167_-4.25","Lophius piscatorius",4
"11625",55.5,1992,"55.35_-8.4","Lophius piscatorius",2
"11626",55.5,1992,"55.4833_-9.2833","Lophius piscatorius",1
"11627",56,1992,"55.8167_-7.8","Lophius piscatorius",38
"11628",56,1992,"55.8333_-8.3667","Lophius piscatorius",41
"11629",56.5,1992,"56.2167_-9.15","Lophius piscatorius",3
"11630",56.5,1992,"56.25_-8.3833","Lophius piscatorius",1
"11631",56.5,1992,"56.45_-6.7","Lophius piscatorius",10
"11632",57,1992,"56.5167_-7.5167","Lophius piscatorius",3
"11633",57,1992,"56.5667_-8.2167","Lophius piscatorius",5
"11634",57,1992,"56.75_-9.0167","Lophius piscatorius",18
"11635",57,1992,"56.8833_-7.2167","Lophius piscatorius",1
"11636",57,1992,"56.95_-7.0667","Lophius piscatorius",1
"11637",57.5,1992,"57.1167_-7.0333","Lophius piscatorius",3
"11638",57.5,1992,"57.25_-8.4667","Lophius piscatorius",9
"11639",58,1992,"57.7333_-5.9167","Lophius piscatorius",4
"11640",58,1992,"57.9333_-6.2525","Lophius piscatorius",2
"11641",58,1992,"57.9833_-5.814","Lophius piscatorius",2
"11642",58.5,1992,"58.0667_-5.7","Lophius piscatorius",3
"11643",58.5,1992,"58.2833_-5.9333","Lophius piscatorius",3
"11644",58.5,1992,"58.35_-5.9833","Lophius piscatorius",2
"11645",58.5,1992,"58.35_-5.95","Lophius piscatorius",15
"11646",58.5,1992,"58.3833_-5.7167","Lophius piscatorius",6
"11647",58.5,1992,"58.4333_-6.0333","Lophius piscatorius",8
"11648",59,1992,"58.5167_-8.1333","Lophius piscatorius",3
"11649",59,1992,"58.5833_-5.6333","Lophius piscatorius",2
"11650",59,1992,"58.7132_-4.4333","Lophius piscatorius",5
"11651",59,1992,"58.7667_-6.1667","Lophius piscatorius",4
"11652",59.5,1992,"59.35_-5.1833","Lophius piscatorius",2
"11653",55.5,1993,"55.45_-9.2167","Lophius piscatorius",1
"11654",56,1993,"55.7667_-9.0167","Lophius piscatorius",11
"11655",56,1993,"55.8167_-7.6667","Lophius piscatorius",4
"11656",56,1993,"55.9333_-6.6833","Lophius piscatorius",1
"11657",56.5,1993,"56.0333_-9.9043","Lophius piscatorius",6
"11658",56.5,1993,"56.45_-7.45","Lophius piscatorius",4
"11659",56.5,1993,"56.45_-6.6833","Lophius piscatorius",2
"11660",57,1993,"56.6_-8.4","Lophius piscatorius",1
"11661",57,1993,"56.6167_-7.35","Lophius piscatorius",2
"11662",57,1993,"56.8_-6.8333","Lophius piscatorius",3
"11663",57.5,1993,"57.15_-6.9833","Lophius piscatorius",4
"11664",57.5,1993,"57.25_-8.4667","Lophius piscatorius",6
"11665",58,1993,"57.7667_-5.9833","Lophius piscatorius",4
"11666",58,1993,"57.9667_-6.2333","Lophius piscatorius",6
"11667",58.5,1993,"58.2667_-7.35","Lophius piscatorius",1
"11668",58.5,1993,"58.2833_-6","Lophius piscatorius",5
"11669",58.5,1993,"58.3667_-5.9667","Lophius piscatorius",3
"11670",58.5,1993,"58.3833_-5.7","Lophius piscatorius",12
"11671",58.5,1993,"58.4167_-6.0167","Lophius piscatorius",4
"11672",58.5,1993,"58.5_-8.1","Lophius piscatorius",10
"11673",59,1993,"58.5833_-5.6333","Lophius piscatorius",4
"11674",59,1993,"58.6333_-7.25","Lophius piscatorius",8
"11675",59,1993,"58.7667_-6.15","Lophius piscatorius",2
"11676",55.5,1994,"55.3833_-8.4","Lophius piscatorius",5
"11677",55.5,1994,"55.45_-7.4667","Lophius piscatorius",12
"11678",55.5,1994,"55.45_-4.7833","Lophius piscatorius",2
"11679",56,1994,"55.7833_-9","Lophius piscatorius",1
"11680",56,1994,"55.8333_-7.7667","Lophius piscatorius",14
"11681",56.5,1994,"56.4982_-7.5213","Lophius piscatorius",1
"11682",57,1994,"56.5833_-8.5167","Lophius piscatorius",3
"11683",57,1994,"56.6_-7.3667","Lophius piscatorius",4
"11684",57,1994,"56.7833_-6.8667","Lophius piscatorius",2
"11685",58,1994,"57.5833_-8.5167","Lophius piscatorius",4
"11686",58,1994,"57.7833_-5.95","Lophius piscatorius",3
"11687",58,1994,"57.9833_-6.2333","Lophius piscatorius",3
"11688",58,1994,"58_-9.0667","Lophius piscatorius",2
"11689",58,1994,"58_-8.8667","Lophius piscatorius",27
"11690",58.5,1994,"58.0667_-5.7167","Lophius piscatorius",4
"11691",58.5,1994,"58.2167_-7.3167","Lophius piscatorius",3
"11692",58.5,1994,"58.2667_-6","Lophius piscatorius",5
"11693",58.5,1994,"58.3333_-5.9667","Lophius piscatorius",9
"11694",58.5,1994,"58.3667_-5.9667","Lophius piscatorius",23
"11695",58.5,1994,"58.3667_-5.7667","Lophius piscatorius",10
"11696",58.5,1994,"58.4_-5.6","Lophius piscatorius",2
"11697",58.5,1994,"58.4167_-6.0167","Lophius piscatorius",8
"11698",59,1994,"58.6167_-5.6","Lophius piscatorius",6
"11699",59,1994,"58.7_-4.4","Lophius piscatorius",1
"11700",59,1994,"58.7_-4.3167","Lophius piscatorius",2
"11701",59,1994,"58.8167_-6.2833","Lophius piscatorius",9
"11702",59.5,1994,"59.25_-4.3","Lophius piscatorius",1
"11703",59.5,1994,"59.3333_-6.3667","Lophius piscatorius",9
"11704",59.5,1994,"59.35_-5.1833","Lophius piscatorius",2
"11705",55.5,1995,"55.45_-9.2167","Lophius piscatorius",1
"11706",56,1995,"55.8_-9.0167","Lophius piscatorius",1
"11707",56,1995,"55.8333_-8.3667","Lophius piscatorius",26
"11708",56.5,1995,"56.0167_-9.05","Lophius piscatorius",3
"11709",56.5,1995,"56.2333_-8.3833","Lophius piscatorius",1
"11710",56.5,1995,"56.3667_-6.8167","Lophius piscatorius",1
"11711",56.5,1995,"56.4833_-7.5167","Lophius piscatorius",6
"11712",57,1995,"56.6167_-8.4","Lophius piscatorius",4
"11713",57,1995,"56.6167_-7.35","Lophius piscatorius",1
"11714",57,1995,"56.75_-9.0167","Lophius piscatorius",2
"11715",57,1995,"56.7833_-6.8667","Lophius piscatorius",1
"11716",57.5,1995,"57.1667_-6.9667","Lophius piscatorius",4
"11717",57.5,1995,"57.2333_-8.4667","Lophius piscatorius",31
"11718",58,1995,"57.5833_-8.5","Lophius piscatorius",40
"11719",58,1995,"57.6167_-9.1","Lophius piscatorius",2
"11720",58.5,1995,"58.05_-8.8167","Lophius piscatorius",1
"11721",58.5,1995,"58.2833_-6","Lophius piscatorius",13
"11722",58.5,1995,"58.3667_-5.9333","Lophius piscatorius",20
"11723",58.5,1995,"58.3833_-5.6","Lophius piscatorius",3
"11724",59,1995,"58.7_-4.45","Lophius piscatorius",1
"11725",55.5,1996,"55.3667_-8.45","Lophius piscatorius",1
"11726",56,1996,"55.7833_-9.0167","Lophius piscatorius",1
"11727",56,1996,"55.8333_-7.7667","Lophius piscatorius",4
"11728",56,1996,"55.9167_-6.6833","Lophius piscatorius",1
"11729",56.5,1996,"56.1833_-9.1","Lophius piscatorius",18
"11730",56.5,1996,"56.3667_-6.8167","Lophius piscatorius",1
